IDPdv;Ciudad;Depto;Cadena;Canal;SubCanal;Tipologia;Regional;Formato;DiaEntregaPedidoNombre;Lat;Lon
1597048;Bogota;BOGOTA D.C;Grupo Comercial exito;Mt;Ka;SUPERG PREMIUM;Cundi-Boyaca;Carulla;Miercoles - Lunes;4,694927;-74,08665
1597049;Bogota;BOGOTA D.C;Grupo Comercial exito;Mt;Ka;SUPERG BASIC;Cundi-Boyaca;Carulla;Miercoles - Lunes;4,734808;-74,065732
1597050;Medellin;ANTIOQUIA;Grupo Comercial exito;Mt;Ka;SUPERG PREMIUM;Antioquia-Choco;Carulla;Miercoles - Sabado;6,200175;-75,575977
1597051;Bogota;BOGOTA D.C;Grupo Comercial exito;Mt;Ka;SUPERP PREMIUM;Cundi-Boyaca;Carulla;Miercoles - Lunes;4,316110134;-74,18109894
1597052;Santiago De Cali;VALLE DEL CAUCA;Grupo Comercial exito;Mt;Ka;SUPERG PREMIUM;Pacifico;Carulla;Lunes - Viernes;3,43345;-76,544428
1597053;Medellin;ANTIOQUIA;Grupo Comercial exito;Mt;Ka;SUPERG PREMIUM;Antioquia-Choco;Carulla;Miercoles - Sabado;6,257589817;-75,61100006
1597054;Bogota;BOGOTA D.C;Grupo Comercial exito;Mt;Ka;SUPERG PREMIUM;Cundi-Boyaca;Carulla;Miercoles - Lunes;4,705468;-74,050527
1597055;Medellin;ANTIOQUIA;Grupo Comercial exito;Mt;Ka;SUPERG PREMIUM;Antioquia-Choco;Carulla;Miercoles - Sabado;6,257589817;-75,61100006
1597056;Floridablanca;SANTANDER;Makro;Mt;Club;CLUB;Santanderes;Makro;Martes;7,079699993;-73,06800079
1597057;Ibague;TOLIMA;Makro;Mt;Club;CLUB;Centro;Makro;Lunes;4,43131;-75,186075
1597058;Monteria;CORDOBA;Makro;Mt;Club;CLUB;Atlantico;Makro;Martes;8,763408;-75,870555
1597059;Bogota;BOGOTA D.C;Makro;Mt;Club;CLUB;Cundi-Boyaca;Makro;Lunes;4,629812;-74,117418
1597060;Medellin;ANTIOQUIA;Makro;Mt;Club;CLUB;Antioquia-Choco;Makro;Martes;6,252438;-75,58451
1597061;Santa Marta;MAGDALENA;Makro;Mt;Club;CLUB;Atlantico;Makro;Martes;11,229598;-74,199165
1597062;Barranquilla;ATLANTICO;Makro;Mt;Club;CLUB;Atlantico;Makro;Martes;10,925907;-74,779917
1597063;Tunja;BOYACA;Makro;Mt;Club;CLUB;Cundi-Boyaca;Makro;Lunes;5,54379;-73,349867
1597064;Santiago De Cali;VALLE DEL CAUCA;Makro;Mt;Club;CLUB;Pacifico;Makro;Martes;3,399039984;-76,57649994
1597065;Valledupar;CESAR;Makro;Mt;Club;CLUB;Atlantico;Makro;Martes;10,489192;-73,272658
1597066;Bogota;BOGOTA D.C;Makro;Mt;Club;CLUB;Cundi-Boyaca;Makro;Lunes;4,59658;-74,152867
1597067;Barranquilla;ATLANTICO;Makro;Mt;Club;CLUB;Atlantico;Makro;Martes;11,015737;-74,836435
1597068;Villavicencio;META;Makro;Mt;Club;CLUB;Llanos;Makro;Lunes;4,091670036;-73,49289703
1597069;Floridablanca;SANTANDER;Mas Por Menos;Dtt;Smi;SMI G BASIC;Santanderes;Pastor J Bucaramanga;;7,079699993;-73,06800079
1597070;Barrancabermeja;SANTANDER;Mas Por Menos;Dtt;Smi;SMI G BASIC;Santanderes;Pastor J Bucaramanga;;7,054069996;-73,78209686
1597071;Barrancabermeja;SANTANDER;Mas Por Menos;Dtt;Smi;SMI M BASIC;Santanderes;Pastor J Bucaramanga;;7,054069996;-73,78209686
1597072;Bucaramanga;SANTANDER;Mas Por Menos;Dtt;Smi;SMI G BASIC;Santanderes;Pastor J Bucaramanga;;7,155829906;-73,11160278
1597073;Floridablanca;SANTANDER;Mas Por Menos;Dtt;Smi;SMI M BASIC;Santanderes;Pastor J Bucaramanga;;7,079699993;-73,06800079
1597074;Bucaramanga;SANTANDER;Mas Por Menos;Dtt;Smi;SMI G BASIC;Santanderes;Pastor J Bucaramanga;;7,155829906;-73,11160278
1597075;Floridablanca;SANTANDER;Mas Por Menos;Dtt;Smi;SMI M BASIC;Santanderes;Pastor J Bucaramanga;;7,063613;-73,167352
1597076;Bucaramanga;SANTANDER;Mas Por Menos;Dtt;Smi;SMI M BASIC;Santanderes;Pastor J Bucaramanga;;7,155829906;-73,11160278
1597077;Bogota;BOGOTA D.C;Grupo Comercial exito;Mt;Ka;SUPERP PREMIUM;Cundi-Boyaca;Carulla;Miercoles - Lunes;4,316110134;-74,18109894
1597078;Santiago De Cali;VALLE DEL CAUCA;Grupo Comercial exito;Mt;Ka;SUPERP PREMIUM;Pacifico;Carulla;Lunes - Viernes;3,399039984;-76,57649994
1597079;Cartagena;BOLIVAR;Grupo Comercial exito;Mt;Ka;SUPERG PREMIUM;Atlantico;Carulla;Jueves;10,413317;-75,539783
1597080;Medellin;ANTIOQUIA;Grupo Comercial exito;Mt;Ka;SUPERG PREMIUM;Antioquia-Choco;Carulla;Miercoles - Sabado;6,257589817;-75,61100006
1597081;Monteria;CORDOBA;Grupo Comercial exito;Mt;Ka;HYPER BASIC;Atlantico;Exito;Jueves;8,763992;-75,873138
1597082;Bogota;BOGOTA D.C;Grupo Comercial exito;Mt;Ka;HYPER BASIC;Cundi-Boyaca;Exito;Miercoles - Lunes;4,701787;-74,113948
1597083;Bogota;BOGOTA D.C;Grupo Comercial exito;Mt;Ka;HYPER BASIC;Cundi-Boyaca;Exito;Miercoles - Lunes;4,618445;-74,134593
1597084;Medellin;ANTIOQUIA;Grupo Comercial exito;Mt;Ka;SUPERG BASIC;Antioquia-Choco;Exito;Miercoles - Sabado;6,337992;-75,543882
1597085;Cucuta;NORTE DE SANTANDER;Grupo Comercial exito;Mt;Ka;HYPER BASIC;Santanderes;Exito;Jueves;8,112030029;-72,48860168
1597086;Barrancabermeja;SANTANDER;Grupo Comercial exito;Mt;Ka;HYPER BASIC;Santanderes;Exito;Jueves;7,054069996;-73,78209686
1597087;Barranquilla;ATLANTICO;Grupo Comercial exito;Mt;Ka;HYPER PREMIUM;Atlantico;Exito;Jueves;11,009203;-74,821243
1597088;Bello;ANTIOQUIA;Grupo Comercial exito;Mt;Ka;HYPER BASIC;Antioquia-Choco;Exito;Miercoles - Sabado;6,188183;-75,589572
1597089;Bello;ANTIOQUIA;Grupo Comercial exito;Mt;Ka;HYPER BASIC;Antioquia-Choco;Exito;Miercoles - Sabado;6,335366;-75,557539
1597090;Bogota;BOGOTA D.C;Grupo Comercial exito;Mt;Ka;HYPER BASIC;Cundi-Boyaca;Exito;Miercoles - Lunes;4,759522;-74,063843
1597091;Bogota;BOGOTA D.C;Grupo Comercial exito;Mt;Ka;HYPER BASIC;Cundi-Boyaca;Exito;Miercoles - Lunes;4,72131;-74,124007
1597092;Bogota;BOGOTA D.C;Grupo Comercial exito;Mt;Ka;HYPER BASIC;Cundi-Boyaca;Exito;Miercoles - Lunes;4,604732;-74,182748
1597093;Bucaramanga;SANTANDER;Grupo Comercial exito;Mt;Ka;HYPER PREMIUM;Santanderes;Exito;Jueves;7,155829906;-73,11160278
1597094;Bucaramanga;SANTANDER;Grupo Comercial exito;Mt;Ka;HYPER BASIC;Santanderes;Exito;Jueves;7,155829906;-73,11160278
1597095;Bucaramanga;SANTANDER;Grupo Comercial exito;Mt;Ka;HYPER BASIC;Santanderes;Exito;Jueves;7,155829906;-73,11160278
1597096;Barranquilla;ATLANTICO;Grupo Comercial exito;Mt;Ka;HYPER PREMIUM;Atlantico;Exito;Jueves;11,013458;-74,828117
1597097;Piedecuesta;SANTANDER;Mas Por Menos;Dtt;Smi;SMI M BASIC;Santanderes;Pastor J Bucaramanga;;6,962460041;-73,00520325
1597098;Floridablanca;SANTANDER;Mas Por Menos;Dtt;Smi;SMI G BASIC;Santanderes;Pastor J Bucaramanga;;7,079699993;-73,06800079
1597099;Bucaramanga;SANTANDER;Megaredil;Dtt;Smi;SMI G BASIC;Santanderes;Tropisander;;7,155829906;-73,11160278
1597100;Bucaramanga;SANTANDER;Megaredil;Dtt;Smi;SMI M BASIC;Santanderes;Tropisander;;7,155829906;-73,11160278
1597101;Piedecuesta;SANTANDER;Megaredil;Dtt;Smi;SMI M BASIC;Santanderes;Tropisander;;6,962460041;-73,00520325
1597102;Barranquilla;ATLANTICO;Megatiendas;Mt;Smi;SMI M BASIC;Atlantico;Megatiendas;;11,004555;-74,824195
1597103;Barranquilla;ATLANTICO;Megatiendas;Mt;Smi;SMI M PREMIUM;Atlantico;Megatiendas;;11,022443;-74,862877
1597104;Cartagena;BOLIVAR;Megatiendas;Mt;Smi;SMI M PREMIUM;Atlantico;Megatiendas;;10,399743;-75,556328
1597105;Barranquilla;ATLANTICO;Megatiendas;Mt;Smi;SMI M BASIC;Atlantico;Megatiendas;;10,952048;-74,786853
1597106;Cartagena;BOLIVAR;Megatiendas;Mt;Smi;SMI M BASIC;Atlantico;Megatiendas;;10,399;-75,493842
1597107;Barranquilla;ATLANTICO;Megatiendas;Mt;Smi;SMI M PREMIUM;Atlantico;Megatiendas;;10,989988;-74,811238
1597108;Santiago De Cali;VALLE DEL CAUCA;Merca Z;Dtt;Smi;SMI M BASIC;Pacifico;Distrimarcas;;3,399039984;-76,57649994
1597109;Ibague;TOLIMA;Mercacentro;Dtt;Smi;SMI M BASIC;Centro;Tropicana;;4,451920033;-75,25260162
1597110;Ibague;TOLIMA;Mercacentro;Dtt;Smi;SMI M BASIC;Centro;Tropicana;;4,436702;-75,201033
1597111;Ibague;TOLIMA;Mercacentro;Dtt;Smi;SMI M BASIC;Centro;Tropicana;;4,440863;-75,206065
1597112;Ibague;TOLIMA;Mercacentro;Dtt;Smi;SMI M BASIC;Centro;Tropicana;;4,43928;-75,237077
1597113;Ibague;TOLIMA;Mercacentro;Dtt;Smi;SMI M BASIC;Centro;Tropicana;;4,451920033;-75,25260162
1597114;Ibague;TOLIMA;Mercacentro;Dtt;Smi;SMI M BASIC;Centro;Tropicana;;4,431927;-75,243702
1597115;Espinal;TOLIMA;Mercacentro;Dtt;Smi;SMI G PREMIUM;Centro;Tropicana;;4,166480064;-74,89350128
1597116;Manizales;CALDAS;Mercaldas;Dtt;Smi;SMI M BASIC;Eje Cafetero;Serviventas;;5,06487;-75,500735
1597117;Manizales;CALDAS;Mercaldas;Dtt;Smi;SMI M PREMIUM;Eje Cafetero;Serviventas;;5,067522;-75,520667
1597118;Manizales;CALDAS;Mercaldas;Dtt;Smi;SMI M BASIC;Eje Cafetero;Serviventas;;5,031458;-75,463752
1597119;Santa Marta;MAGDALENA;Grupo Comercial exito;Mt;Ka;HYPER BASIC;Atlantico;Exito;Jueves;11,225975;-74,174473
1597120;Buenaventura;VALLE DEL CAUCA;Grupo Comercial exito;Mt;Ka;HYPER BASIC;Pacifico;Exito;Lunes - Viernes;3,867677;-76,996263
1597121;Bogota;BOGOTA D.C;Grupo Comercial exito;Mt;Ka;HYPER BASIC;Cundi-Boyaca;Exito;Miercoles - Lunes;4,618579;-74,085876
1597122;Bogota;BOGOTA D.C;Grupo Comercial exito;Mt;Ka;HYPER BASIC;Cundi-Boyaca;Exito;Miercoles - Lunes;4,684475;-74,079977
1597123;Bucaramanga;SANTANDER;Grupo Comercial exito;Mt;Ka;HYPER BASIC;Santanderes;Exito;Jueves;4,663223;-74,061065
1597124;Santiago De Cali;VALLE DEL CAUCA;Grupo Comercial exito;Mt;Ka;SUPERG BASIC;Pacifico;Exito;Lunes - Viernes;3,399039984;-76,57649994
1597125;Cartagena;BOLIVAR;Grupo Comercial exito;Mt;Ka;HYPER BASIC;Atlantico;Exito;Jueves;10,390827;-75,479503
1597126;Cartagena;BOLIVAR;Grupo Comercial exito;Mt;Ka;HYPER BASIC;Atlantico;Exito;Jueves;10,395577;-75,486395
1597127;Bogota;BOGOTA D.C;Grupo Comercial exito;Mt;Ka;HYPER BASIC;Cundi-Boyaca;Exito;Miercoles - Lunes;4,639613;-74,06522
1597128;Santiago De Cali;VALLE DEL CAUCA;Grupo Comercial exito;Mt;Ka;HYPER BASIC;Pacifico;Exito;Lunes - Viernes;3,476772;-76,5273
1597129;Bogota;BOGOTA D.C;Grupo Comercial exito;Mt;Ka;HYPER BASIC;Cundi-Boyaca;Exito;Miercoles - Lunes;4,577805;-74,13048
1597130;Bogota;BOGOTA D.C;Grupo Comercial exito;Mt;Ka;HYPER PREMIUM;Cundi-Boyaca;Exito;Miercoles - Lunes;4,733312;-74,066335
1597131;Bogota;BOGOTA D.C;Grupo Comercial exito;Mt;Ka;HYPER PREMIUM;Cundi-Boyaca;Exito;Miercoles - Lunes;4,712554;-74,034259
1597132;Medellin;ANTIOQUIA;Grupo Comercial exito;Mt;Ka;HYPER BASIC;Antioquia-Choco;Exito;Miercoles - Sabado;6,255343;-75,583433
1597133;Medellin;ANTIOQUIA;Grupo Comercial exito;Mt;Ka;HYPER PREMIUM;Antioquia-Choco;Exito;Miercoles - Sabado;6,185833;-75,570978
1597134;Cartagena;BOLIVAR;Grupo Comercial exito;Mt;Ka;HYPER BASIC;Atlantico;Exito;Jueves;10,398532;-75,494089
1597135;Bogota;BOGOTA D.C;Grupo Comercial exito;Mt;Ka;HIPERMERCADO;Cundi-Boyaca;Exito;Miercoles - Lunes;4,316110134;-74,18109894
1597136;Envigado;ANTIOQUIA;Grupo Comercial exito;Mt;Ka;HYPER PREMIUM;Antioquia-Choco;Exito;Miercoles - Sabado;6,15171;-75,61154
1597137;Envigado;ANTIOQUIA;Grupo Comercial exito;Mt;Ka;HYPER BASIC;Antioquia-Choco;Exito;Miercoles - Sabado;6,171967;-75,5873
1597138;Bogota;BOGOTA D.C;Grupo Comercial exito;Mt;Ka;SUPERG BASIC;Cundi-Boyaca;Exito;Miercoles - Lunes;4,316110134;-74,18109894
1597139;Manizales;CALDAS;Mercaldas;Dtt;Smi;SMI M PREMIUM;Eje Cafetero;Serviventas;;5,052573;-75,489462
1597140;Manizales;CALDAS;Mercaldas;Dtt;Smi;SMI M PREMIUM;Eje Cafetero;Serviventas;;5,060525;-75,489963
1597141;Manizales;CALDAS;Mercaldas;Dtt;Smi;SMI M PREMIUM;Eje Cafetero;Serviventas;;5,035448;-75,468517
1597142;Manizales;CALDAS;Mercaldas;Dtt;Smi;SMI M PREMIUM;Eje Cafetero;Serviventas;;5,062127;-75,498975
1597143;Santiago De Cali;VALLE DEL CAUCA;Mercamio;Dtt;Smi;SMI G BASIC;Pacifico;Corbeta;;3,399039984;-76,57649994
1597144;Santiago De Cali;VALLE DEL CAUCA;Mercamio;Dtt;Smi;SMI G PREMIUM;Pacifico;Corbeta;;3,399039984;-76,57649994
1597145;Calarca;QUINDIO;Mercamos;Dtt;Smi;SMI M BASIC;Eje Cafetero;Tropitiendas;;4,467879772;-75,65670013
1597146;Montenegro;QUINDIO;Mercamos;Dtt;Smi;SMI M BASIC;Eje Cafetero;Tropitiendas;;4,521890163;-75,81809998
1597147;Quimbaya;QUINDIO;Mercamos;Dtt;Smi;SMI M BASIC;Eje Cafetero;Tropitiendas;;4,610270023;-75,792099
1597148;Armenia;QUINDIO;Mercamos;Dtt;Smi;SMI M BASIC;Eje Cafetero;Tropitiendas;;4,499499798;-75,72489929
1597149;Armenia;QUINDIO;Mercamos;Dtt;Smi;SMI M BASIC;Eje Cafetero;Tropitiendas;;4,499499798;-75,72489929
1597150;Bucaramanga;SANTANDER;Mercantil;Dtt;Smi;SMI M BASIC;Santanderes;Mercantil;;7,155829906;-73,11160278
1597151;Bucaramanga;SANTANDER;Mercantil;Dtt;Smi;SMI M BASIC;Santanderes;Mercantil;;7,155829906;-73,11160278
1597152;Bucaramanga;SANTANDER;Mercantil;Dtt;Smi;SMI M BASIC;Santanderes;Mercantil;;7,155829906;-73,11160278
1597153;Santiago De Cali;VALLE DEL CAUCA;Mercar;Dtt;Smi;SMI M BASIC;Pacifico;Corbeta;;3,399039984;-76,57649994
1597154;Santiago De Cali;VALLE DEL CAUCA;Mercar;Dtt;Smi;SMI M BASIC;Pacifico;Corbeta;;3,399039984;-76,57649994
1597155;Bucaramanga;SANTANDER;Mercasur;Dtt;Smi;SMI G BASIC;Santanderes;Pastor J Bucaramanga;;7,155829906;-73,11160278
1597156;Bucaramanga;SANTANDER;Mercasur;Dtt;Smi;SMI M BASIC;Santanderes;Pastor J Bucaramanga;;7,155829906;-73,11160278
1597157;Santiago De Cali;VALLE DEL CAUCA;Mercatodo;Dtt;Smi;SMI M BASIC;Pacifico;Corbeta;;3,399039984;-76,57649994
1597158;Santiago De Cali;VALLE DEL CAUCA;Mercatodo;Dtt;Smi;SMI M BASIC;Pacifico;Corbeta;;3,399039984;-76,57649994
1597159;Duitama;BOYACA;Mercopolis;Dtt;Smi;SMI P;Cundi-Boyaca;Pastor J Duitama;;5,825402;-73,033913
1597160;Caldas;ANTIOQUIA;Merkacaldas;Dtt;Smi;SMI M BASIC;Antioquia-Choco;Surtiventas;;6,054450035;-75,62640381
1597161;Facatativa;CUNDINAMARCA;Grupo Comercial exito;Mt;Ka;HYPER BASIC;Cundi-Boyaca;Exito;Miercoles - Lunes;4,834050179;-74,33799744
1597162;Bogota;BOGOTA D.C;Grupo Comercial exito;Mt;Ka;HYPER BASIC;Cundi-Boyaca;Exito;Miercoles - Lunes;4,74979;-74,095568
1597163;Chia;CUNDINAMARCA;Grupo Comercial exito;Mt;Ka;HYPER PREMIUM;Cundi-Boyaca;Exito;Miercoles - Lunes;4,892457;-74,032867
1597164;Bogota;BOGOTA D.C;Grupo Comercial exito;Mt;Ka;HYPER BASIC;Cundi-Boyaca;Exito;Miercoles - Lunes;4,68037;-74,15224
1597165;Girardot;CUNDINAMARCA;Grupo Comercial exito;Mt;Ka;SUPERG BASIC;Centro;Exito;Miercoles - Lunes;4,338150024;-74,81140137
1597166;Bogota;BOGOTA D.C;Grupo Comercial exito;Mt;Ka;HYPER PREMIUM;Cundi-Boyaca;Exito;Miercoles - Lunes;4,648098;-74,1033
1597167;Ibague;TOLIMA;Grupo Comercial exito;Mt;Ka;HYPER BASIC;Centro;Exito;Jueves - Lunes;4,438362;-75,187002
1597168;Ipiales;NARINO;Grupo Comercial exito;Mt;Ka;SUPERG BASIC;Pacifico;Exito;Lunes - Viernes;0,558614016;-77,37039948
1597169;Medellin;ANTIOQUIA;Grupo Comercial exito;Mt;Ka;HYPER BASIC;Antioquia-Choco;Exito;Miercoles - Sabado;6,168175;-75,615657
1597170;Medellin;ANTIOQUIA;Grupo Comercial exito;Mt;Ka;HYPER BASIC;Antioquia-Choco;Exito;Miercoles - Sabado;6,241923;-75,548595
1597171;Bogota;BOGOTA D.C;Grupo Comercial exito;Mt;Ka;SUPERP BASIC;Cundi-Boyaca;Exito;Miercoles - Lunes;4,651673;-74,125553
1597172;Santiago De Cali;VALLE DEL CAUCA;Grupo Comercial exito;Mt;Ka;HYPER PREMIUM;Pacifico;Exito;Lunes - Viernes;3,485875;-76,516523
1597173;Villavicencio;META;Grupo Comercial exito;Mt;Ka;HYPER BASIC;Llanos;Exito;Miercoles - Lunes;4,091670036;-73,49289703
1597174;Valledupar;CESAR;Grupo Comercial exito;Mt;Ka;HYPER PREMIUM;Atlantico;Exito;Jueves;10,469367;-73,2587
1597175;Medellin;ANTIOQUIA;Grupo Comercial exito;Mt;Ka;HYPER PREMIUM;Antioquia-Choco;Exito;Miercoles - Sabado;6,246415;-75,60135
1597176;Manizales;CALDAS;Grupo Comercial exito;Mt;Ka;HYPER BASIC;Eje Cafetero;Exito;Jueves;5,070085;-75,510003
1597177;Cartagena;BOLIVAR;Grupo Comercial exito;Mt;Ka;HYPER BASIC;Atlantico;Exito;Jueves;10,425734;-75,546875
1597178;Medellin;ANTIOQUIA;Grupo Comercial exito;Mt;Ka;HYPER BASIC;Antioquia-Choco;Exito;Miercoles - Sabado;6,151262;-75,614283
1597179;Bogota;BOGOTA D.C;Grupo Comercial exito;Mt;Ka;SUPERG BASIC;Cundi-Boyaca;Exito;Miercoles - Lunes;4,665101;-74,120289
1597180;Medellin;ANTIOQUIA;Grupo Comercial exito;Mt;Ka;SUPERG BASIC;Antioquia-Choco;Exito;Miercoles - Sabado;6,231933;-75,603675
1597181;Manizales;CALDAS;Merkacaldas;Dtt;Smi;SMI M PREMIUM;Eje Cafetero;Tropitiendas;;5,083429813;-75,50730133
1597182;Copacabana;ANTIOQUIA;Merkahorro;Dtt;Smi;SMI M BASIC;Antioquia-Choco;Surtiventas;;6,351880074;-75,50080109
1597183;Medellin;ANTIOQUIA;Merkahorro;Dtt;Smi;SMI P;Antioquia-Choco;Surtiventas;;6,257589817;-75,61100006
1597184;Medellin;ANTIOQUIA;Merkahorro;Dtt;Smi;SMI P;Antioquia-Choco;Surtiventas;;6,257589817;-75,61100006
1597185;Medellin;ANTIOQUIA;Merkepaisa;Dtt;Smi;SMI P;Antioquia-Choco;Surtiventas;;6,257589817;-75,61100006
1597186;Sabaneta;ANTIOQUIA;Merkepaisa;Dtt;Smi;SMI G;Antioquia-Choco;Surtiventas;;6,138309956;-75,6088028
1597187;Sabaneta;ANTIOQUIA;Merkepaisa;Dtt;Smi;SMI G;Antioquia-Choco;Surtiventas;;6,138309956;-75,6088028
1597188;Medellin;ANTIOQUIA;Merkepaisa;Dtt;Smi;SMI P;Antioquia-Choco;Surtiventas;;6,257589817;-75,61100006
1597189;Medellin;ANTIOQUIA;Merkepaisa;Dtt;Smi;SMI P;Antioquia-Choco;Surtiventas;;6,257589817;-75,61100006
1597190;Medellin;ANTIOQUIA;Merkepaisa;Dtt;Smi;SMI M BASIC;Antioquia-Choco;Surtiventas;;6,257589817;-75,61100006
1597191;Valledupar;CESAR;Mi Futuro;Dtt;Smi;SMI M BASIC;Atlantico;Pastor J Valledupar;;10,472897;-73,242718
1597192;Valledupar;CESAR;Mi Futuro;Dtt;Smi;SMI M BASIC;Atlantico;Pastor J Valledupar;;10,464403;-73,248395
1597193;Valledupar;CESAR;Mi Futuro;Dtt;Smi;SMI M PREMIUM;Atlantico;Pastor J Valledupar;;10,484192;-73,253787
1597194;San Gil;SANTANDER;Multihogar;Dtt;Smi;SMI M BASIC;Santanderes;Multihogar;;6,550779819;-73,11889648
1597195;San Gil;SANTANDER;Multihogar;Dtt;Smi;SMI M BASIC;Santanderes;Multihogar;;6,550779819;-73,11889648
1597196;Manizales;CALDAS;Olimpica;Mt;Ka;HYPER BASIC;Eje Cafetero;Olimpica Sao;;5,06661;-75,491758
1597197;Santiago De Cali;VALLE DEL CAUCA;Olimpica;Mt;Ka;SUPERP BASIC;Pacifico;Olimpica Sto;;3,399039984;-76,57649994
1597198;Neiva;HUILA;Olimpica;Mt;Ka;SUPERP PREMIUM;Centro;Olimpica Sto;;2,958958;-75,288485
1597199;Barranquilla;ATLANTICO;Olimpica;Mt;Ka;HYPER BASIC;Atlantico;Olimpica Sao;;10,938677;-74,782485
1597200;Barranquilla;ATLANTICO;Olimpica;Mt;Ka;HYPER BASIC;Atlantico;Olimpica Sao;;10,954218;-74,807565
1597201;Barranquilla;ATLANTICO;Olimpica;Mt;Ka;HYPER BASIC;Atlantico;Olimpica Sao;;10,965577;-74,78653
1597202;Facatativa;CUNDINAMARCA;Grupo Comercial exito;Mt;Ka;HYPER BASIC;Cundi-Boyaca;Exito;Miercoles - Lunes;4,713413;-74,222112
1597203;Barranquilla;ATLANTICO;Grupo Comercial exito;Mt;Ka;HYPER BASIC;Atlantico;Exito;Jueves;10,991528;-74,807232
1597204;Neiva;HUILA;Grupo Comercial exito;Mt;Ka;HYPER BASIC;Centro;Exito;Jueves - Lunes;2,926982;-75,291467
1597205;Bogota;BOGOTA D.C;Grupo Comercial exito;Mt;Ka;SUPERG BASIC;Cundi-Boyaca;Exito;Miercoles - Lunes;4,705555;-74,071367
1597206;Bogota;BOGOTA D.C;Grupo Comercial exito;Mt;Ka;HYPER BASIC;Cundi-Boyaca;Exito;Miercoles - Lunes;4,623302;-74,15422
1597207;Bucaramanga;SANTANDER;Grupo Comercial exito;Mt;Ka;HYPER PREMIUM;Santanderes;Exito;Jueves;7,155829906;-73,11160278
1597208;Santiago De Cali;VALLE DEL CAUCA;Grupo Comercial exito;Mt;Ka;SUPERG BASIC;Pacifico;Exito;Lunes - Viernes;3,399039984;-76,57649994
1597209;Palmira;VALLE DEL CAUCA;Grupo Comercial exito;Mt;Ka;SUPERG;Pacifico;Exito;Lunes - Viernes;3,558389902;-76,22779846
1597210;Popayan;CAUCA;Grupo Comercial exito;Mt;Ka;HYPER BASIC;Pacifico;Exito;Lunes - Viernes;2,471699953;-76,59190369
1597211;Barranquilla;ATLANTICO;Grupo Comercial exito;Mt;Ka;HYPER PREMIUM;Atlantico;Exito;Jueves;10,945473;-74,784693
1597212;Pereira;RISARALDA;Grupo Comercial exito;Mt;Ka;HYPER BASIC;Eje Cafetero;Exito;Jueves;4,807265;-75,68337
1597213;Pasto;NARINO;Grupo Comercial exito;Mt;Ka;HYPER BASIC;Pacifico;Exito;Lunes - Viernes;1,083610058;-77,20610046
1597214;Pereira;RISARALDA;Grupo Comercial exito;Mt;Ka;HYPER BASIC;Eje Cafetero;Exito;Jueves;4,866507;-75,62075
1597215;Piedecuesta;SANTANDER;Grupo Comercial exito;Mt;Ka;SUPERG BASIC;Santanderes;Exito;Jueves;6,962460041;-73,00520325
1597216;Bogota;BOGOTA D.C;Grupo Comercial exito;Mt;Ka;HYPER BASIC;Cundi-Boyaca;Exito;Miercoles - Lunes;4,653752;-74,109713
1597217;Medellin;ANTIOQUIA;Grupo Comercial exito;Mt;Ka;HYPER PREMIUM;Antioquia-Choco;Exito;Miercoles - Sabado;6,21217;-75,575238
1597218;Popayan;CAUCA;Grupo Comercial exito;Mt;Ka;SUPERG BASIC;Pacifico;Exito;Lunes - Viernes;2,439799;-76,605437
1597219;Rionegro;ANTIOQUIA;Grupo Comercial exito;Mt;Ka;HYPER BASIC;Antioquia-Choco;Exito;Miercoles - Sabado;6,148983;-75,377938
1597220;Medellin;ANTIOQUIA;Grupo Comercial exito;Mt;Ka;HYPER BASIC;Antioquia-Choco;Exito;Miercoles - Sabado;6,33985;-75,544088
1597221;Monteria;CORDOBA;Grupo Comercial exito;Mt;Ka;SUPERG BASIC;Atlantico;Exito;Jueves;8,777892;-75,86209
1597222;Barranquilla;ATLANTICO;Olimpica;Mt;Ka;HYPER PREMIUM;Atlantico;Olimpica Sao;;11,008022;-74,82208
1597223;Barranquilla;ATLANTICO;Olimpica;Mt;Ka;HYPER PREMIUM;Atlantico;Olimpica Sao;;10,98149967;-74,82769775
1597224;Cartagena;BOLIVAR;Olimpica;Mt;Ka;HYPER PREMIUM;Atlantico;Olimpica Sao;;10,389617;-75,476883
1597225;Cartagena;BOLIVAR;Olimpica;Mt;Ka;HYPER PREMIUM;Atlantico;Olimpica Sao;;10,420678;-75,539008
1597226;Valledupar;CESAR;Olimpica;Mt;Ka;HYPER BASIC;Atlantico;Olimpica Sao;;10,460215;-73,264795
1597227;Valledupar;CESAR;Olimpica;Mt;Ka;HYPER PREMIUM;Atlantico;Olimpica Sao;;10,469297;-73,257312
1597228;Monteria;CORDOBA;Olimpica;Mt;Ka;HYPER BASIC;Atlantico;Olimpica Sao;;8,749484;-75,879584
1597229;Sincelejo;SUCRE;Olimpica;Mt;Ka;HYPER PREMIUM;Atlantico;Olimpica Sao;;9,301292;-75,3821
1597230;Sincelejo;SUCRE;Olimpica;Mt;Ka;HYPER PREMIUM;Atlantico;Olimpica Sao;;9,302607;-75,396007
1597231;Armenia;QUINDIO;Olimpica;Mt;Ka;HYPER PREMIUM;Eje Cafetero;Olimpica Sao;;4,560187;-75,655438
1597232;Neiva;HUILA;Olimpica;Mt;Ka;HYPER PREMIUM;Centro;Olimpica Sao;;2,936595;-75,29115
