IDPdv;Ciudad;Depto;Cadena;Canal;SubCanal;Tipologia;Regional;Formato;DiaEntregaPedidoNombre;DiaEntregaPedido;DiaHoy;DiaRestante;Lat;Lon
1614195;Bogotá;BOGOTA D.C;Colsubsidio;Mt;Ka;SUPERP;Cundi-Boyaca;Colsubsidio;;0;1;6;4,316110134;-74,18109894
1614196;Bogotá;BOGOTA D.C;Colsubsidio;Mt;Ka;SUPERP;Cundi-Boyaca;Colsubsidio;;0;1;6;4,316110134;-74,18109894
1614197;Bogotá;BOGOTA D.C;Colsubsidio;Mt;Ka;SUPERP;Cundi-Boyaca;Colsubsidio;;0;1;6;4,316110134;-74,18109894
1614198;Bogotá;BOGOTA D.C;Colsubsidio;Mt;Ka;SUPERP;Cundi-Boyaca;Colsubsidio;;0;1;6;4,316110134;-74,18109894
1614199;Bogotá;BOGOTA D.C;Colsubsidio;Mt;Ka;SUPERP;Cundi-Boyaca;Colsubsidio;;0;1;6;4,316110134;-74,18109894
1614200;Bogotá;BOGOTA D.C;Colsubsidio;Mt;Ka;SUPERP;Cundi-Boyaca;Colsubsidio;;0;1;6;4,316110134;-74,18109894
1614201;Bogotá;BOGOTA D.C;Colsubsidio;Mt;Ka;SUPERP;Cundi-Boyaca;Colsubsidio;;0;1;6;4,316110134;-74,18109894
1614202;La Mesa;CUNDINAMARCA;Colsubsidio;Mt;Ka;SUPERP;Cundi-Boyaca;Colsubsidio;;0;1;6;4,650770187;-74,47319794
1614203;Bogotá;BOGOTA D.C;Colsubsidio;Mt;Ka;SUPERP;Cundi-Boyaca;Colsubsidio;;0;1;6;4,316110134;-74,18109894
1614204;Bello;ANTIOQUIA;Colsubsidio;Mt;Ka;SUPERP;Antioquia-Choco;Colsubsidio;;0;1;6;6,358839989;-75,58969879
1614205;Bogotá;BOGOTA D.C;Colsubsidio;Mt;Ka;SUPERP;Cundi-Boyaca;Colsubsidio;;0;1;6;4,316110134;-74,18109894
1614206;Bogotá;BOGOTA D.C;Colsubsidio;Mt;Ka;SUPERP;Cundi-Boyaca;Colsubsidio;;0;1;6;4,316110134;-74,18109894
1614207;Bogotá;BOGOTA D.C;Colsubsidio;Mt;Ka;SUPERP;Cundi-Boyaca;Colsubsidio;;0;1;6;4,316110134;-74,18109894
1614208;Bello;ANTIOQUIA;Colsubsidio;Mt;Ka;SUPERP;Antioquia-Choco;Colsubsidio;;0;1;6;6,358839989;-75,58969879
1614209;Bogotá;BOGOTA D.C;Colsubsidio;Mt;Ka;SUPERP;Cundi-Boyaca;Colsubsidio;;0;1;6;4,316110134;-74,18109894
1614210;Bogotá;BOGOTA D.C;Colsubsidio;Mt;Ka;SUPERP;Cundi-Boyaca;Colsubsidio;;0;1;6;4,316110134;-74,18109894
1614211;Bogotá;BOGOTA D.C;Colsubsidio;Mt;Ka;SUPERP;Cundi-Boyaca;Colsubsidio;;0;1;6;4,316110134;-74,18109894
1614212;Soacha;CUNDINAMARCA;Colsubsidio;Mt;Ka;SUPERP;Cundi-Boyaca;Colsubsidio;;0;1;6;4,53760004;-74,22989655
1614213;Villeta;CUNDINAMARCA;Colsubsidio;Mt;Ka;SUPERP;Cundi-Boyaca;Colsubsidio;;0;1;6;5,011670113;-74,48760223
1614214;Cúcuta;NORTE DE SANTANDER;Olimpica;Mt;Ka;SMI P;Santanderes;Olimpica Sto;;0;1;6;8,112030029;-72,48860168
1614215;Dosquebradas;RISARALDA;Grupo Comercial Éxito;Mt;Ka;SUPERP BASIC;Eje Cafetero;Superinter;;0;1;6;4,831042;-75,677858
1614216;Dosquebradas;RISARALDA;Grupo Comercial Éxito;Mt;Ka;SUPERP;Eje Cafetero;Superinter;;0;1;6;4,842020035;-75,66989899
1614217;Zarzal;VALLE DEL CAUCA;Grupo Comercial Éxito;Mt;Ka;SUPERP;Pacifico;Superinter;;0;1;6;4,353600025;-76,05069733
1614218;Pereira;RISARALDA;Grupo Comercial Éxito;Mt;Ka;SUPERP;Eje Cafetero;Superinter;;0;1;6;4,781290054;-75,71240234
1614219;Dosquebradas;RISARALDA;Grupo Comercial Éxito;Mt;Ka;SUPERP;Eje Cafetero;Superinter;;0;1;6;4,842020035;-75,66989899
1614220;Pereira;RISARALDA;Grupo Comercial Éxito;Mt;Ka;SUPERP;Eje Cafetero;Superinter;;0;1;6;4,781290054;-75,71240234
1614221;Santa Rosa De Cabal;RISARALDA;Grupo Comercial Éxito;Mt;Ka;SUPERP;Eje Cafetero;Superinter;;0;1;6;4,833789825;-75,54949951
1614222;Pereira;RISARALDA;Grupo Comercial Éxito;Mt;Ka;SUPERP;Eje Cafetero;Superinter;;0;1;6;4,781290054;-75,71240234
1614223;Armenia;QUINDÍO;Grupo Comercial Éxito;Mt;Ka;SUPERP;Eje Cafetero;Superinter;;0;1;6;4,499499798;-75,72489929
1614224;Santiago De Cali;VALLE DEL CAUCA;Grupo Comercial Éxito;Mt;Ka;SUPERP;Pacifico;Superinter;;0;1;6;3,399039984;-76,57649994
1614225;Santiago De Cali;VALLE DEL CAUCA;Grupo Comercial Éxito;Mt;Ka;SUPERP;Pacifico;Superinter;;0;1;6;3,399039984;-76,57649994
1614226;Santiago De Cali;VALLE DEL CAUCA;Grupo Comercial Éxito;Mt;Ka;SUPERP;Pacifico;Superinter;;0;1;6;3,399039984;-76,57649994
1614227;Santiago De Cali;VALLE DEL CAUCA;Grupo Comercial Éxito;Mt;Ka;SUPERP;Pacifico;Superinter;;0;1;6;3,399039984;-76,57649994
1614228;Pereira;RISARALDA;Grupo Comercial Éxito;Mt;Ka;SUPERP;Eje Cafetero;Superinter;;0;1;6;4,781290054;-75,71240234
1614229;Armenia;QUINDÍO;Grupo Comercial Éxito;Mt;Ka;SUPERP;Eje Cafetero;Superinter;;0;1;6;4,499499798;-75,72489929
1614230;Santiago De Cali;VALLE DEL CAUCA;Grupo Comercial Éxito;Mt;Ka;SUPERP;Pacifico;Superinter;;0;1;6;3,399039984;-76,57649994
1614231;Manizales;CALDAS;Grupo Comercial Éxito;Mt;Ka;SUPERP;Eje Cafetero;Superinter;;0;1;6;5,083429813;-75,50730133
1614232;Manizales;CALDAS;Grupo Comercial Éxito;Mt;Ka;SUPERP;Eje Cafetero;Superinter;;0;1;6;5,083429813;-75,50730133
1614233;Manizales;CALDAS;Grupo Comercial Éxito;Mt;Ka;SUPERP;Eje Cafetero;Superinter;;0;1;6;5,083429813;-75,50730133
1614234;Manizales;CALDAS;Grupo Comercial Éxito;Mt;Ka;SUPERP;Eje Cafetero;Superinter;;0;1;6;5,083429813;-75,50730133
1614235;Villa De San Diego De Ubate;CUNDINAMARCA;Colsubsidio;Mt;Ka;SUPERP;Cundi-Boyaca;Colsubsidio;;0;1;6;5,316080093;-73,82009888
1614236;Bogotá;BOGOTA D.C;Colsubsidio;Mt;Ka;SUPERP;Cundi-Boyaca;Colsubsidio;;0;1;6;4,316110134;-74,18109894
1614237;Bogotá;BOGOTA D.C;Colsubsidio;Mt;Ka;SUPERP;Cundi-Boyaca;Colsubsidio;;0;1;6;4,316110134;-74,18109894
1614238;Bogotá;BOGOTA D.C;Colsubsidio;Mt;Ka;SUPERP;Cundi-Boyaca;Colsubsidio;;0;1;6;4,316110134;-74,18109894
1614239;Bogotá;BOGOTA D.C;Colsubsidio;Mt;Ka;SUPERP;Cundi-Boyaca;Colsubsidio;;0;1;6;4,316110134;-74,18109894
1614240;Bogotá;BOGOTA D.C;Colsubsidio;Mt;Ka;SUPERP;Cundi-Boyaca;Colsubsidio;;0;1;6;4,316110134;-74,18109894
1614241;Chiquinquirá;BOYACA;Colsubsidio;Mt;Ka;SUPERP;Cundi-Boyaca;Colsubsidio;;0;1;6;5,622489929;-73,80419922
1614242;Bogotá;BOGOTA D.C;Colsubsidio;Mt;Ka;SUPERP;Cundi-Boyaca;Colsubsidio;;0;1;6;4,316110134;-74,18109894
1614243;Ibagué;TOLIMA;Colsubsidio;Mt;Ka;SUPERP;Centro;Colsubsidio;;0;1;6;4,451920033;-75,25260162
1614244;Bogotá;BOGOTA D.C;Colsubsidio;Mt;Ka;SUPERP;Cundi-Boyaca;Colsubsidio;;0;1;6;4,316110134;-74,18109894
1614245;Bogotá;BOGOTA D.C;Colsubsidio;Mt;Ka;SUPERP;Cundi-Boyaca;Colsubsidio;;0;1;6;4,316110134;-74,18109894
1614246;Zipaquirá;CUNDINAMARCA;Colsubsidio;Mt;Ka;SUPERP;Cundi-Boyaca;Colsubsidio;;0;1;6;5,046189785;-74,02310181
1614247;Soacha;CUNDINAMARCA;Colsubsidio;Mt;Ka;SUPERP;Cundi-Boyaca;Colsubsidio;;0;1;6;4,53760004;-74,22989655
1614248;Girardot;CUNDINAMARCA;Colsubsidio;Mt;Ka;SUPERP;Cundi-Boyaca;Colsubsidio;;0;1;6;4,338150024;-74,81140137
1614249;Bogotá;BOGOTA D.C;Colsubsidio;Mt;Ka;SUPERP;Cundi-Boyaca;Colsubsidio;;0;1;6;4,316110134;-74,18109894
1614250;Bogotá;BOGOTA D.C;Colsubsidio;Mt;Ka;SUPERP;Cundi-Boyaca;Colsubsidio;;0;1;6;4,316110134;-74,18109894
1614251;Bogotá;BOGOTA D.C;Colsubsidio;Mt;Ka;SUPERP;Cundi-Boyaca;Colsubsidio;;0;1;6;4,316110134;-74,18109894
1614252;Bogotá;BOGOTA D.C;Colsubsidio;Mt;Ka;SUPERP;Cundi-Boyaca;Colsubsidio;;0;1;6;4,316110134;-74,18109894
1614253;Soacha;CUNDINAMARCA;Colsubsidio;Mt;Ka;SUPERP;Cundi-Boyaca;Colsubsidio;;0;1;6;4,53760004;-74,22989655
1614254;Pereira;RISARALDA;Colsubsidio;Mt;Ka;SUPERP;Eje Cafetero;Colsubsidio;;0;1;6;4,781290054;-75,71240234
1614255;Manizales;CALDAS;Grupo Comercial Éxito;Mt;Ka;SUPERP;Eje Cafetero;Superinter;;0;1;6;5,083429813;-75,50730133
1614256;Manizales;CALDAS;Grupo Comercial Éxito;Mt;Ka;SUPERP;Eje Cafetero;Superinter;;0;1;6;5,083429813;-75,50730133
1614257;Villamaría;CALDAS;Grupo Comercial Éxito;Mt;Ka;SUPERP;Eje Cafetero;Superinter;;0;1;6;4,940209866;-75,43540192
1614258;Chinchiná;CALDAS;Grupo Comercial Éxito;Mt;Ka;SUPERP;Eje Cafetero;Superinter;;0;1;6;4,987120152;-75,667099
1614259;Bogotá;BOGOTA D.C;Grupo Comercial Éxito;Mt;Ka;SUPERP;Cundi-Boyaca;Surtimax;;0;1;6;4,316110134;-74,18109894
1614260;Rionegro;ANTIOQUIA;Grupo Comercial Éxito;Mt;Ka;SUPERP;Antioquia-Choco;Surtimax;;0;1;6;11,24300003;-72,95880127
1614261;Bogotá;BOGOTA D.C;Grupo Comercial Éxito;Mt;Ka;SUPERP;Cundi-Boyaca;Surtimax;;0;1;6;4,316110134;-74,18109894
1614262;Bogotá;BOGOTA D.C;Grupo Comercial Éxito;Mt;Ka;SUPERP;Cundi-Boyaca;Surtimax;;0;1;6;4,316110134;-74,18109894
1614263;Mosquera;CUNDINAMARCA;Grupo Comercial Éxito;Mt;Ka;SUPERP;Cundi-Boyaca;Surtimax;;0;1;6;8,584699631;-75,95059967
1614264;Bogotá;BOGOTA D.C;Grupo Comercial Éxito;Mt;Ka;SUPERP;Cundi-Boyaca;Surtimax;;0;1;6;4,316110134;-74,18109894
1614265;Bogotá;BOGOTA D.C;Grupo Comercial Éxito;Mt;Ka;SUPERP;Cundi-Boyaca;Surtimax;;0;1;6;4,316110134;-74,18109894
1614266;Bogotá;BOGOTA D.C;Grupo Comercial Éxito;Mt;Ka;SUPERP BASIC;Cundi-Boyaca;Surtimax;;0;1;6;4,316110134;-74,18109894
1614267;Bogotá;BOGOTA D.C;Grupo Comercial Éxito;Mt;Ka;SUPERP;Cundi-Boyaca;Surtimax;;0;1;6;4,316110134;-74,18109894
1614268;La Ceja;ANTIOQUIA;Grupo Comercial Éxito;Mt;Ka;SUPERP;Antioquia-Choco;Surtimax;;0;1;6;5,992519855;-75,43090057
1614269;Bogotá;BOGOTA D.C;Grupo Comercial Éxito;Mt;Ka;SUPERP;Cundi-Boyaca;Surtimax;;0;1;6;4,316110134;-74,18109894
1614270;Soacha;CUNDINAMARCA;Grupo Comercial Éxito;Mt;Ka;SUPERP;Cundi-Boyaca;Surtimax;;0;1;6;4,53760004;-74,22989655
1614271;Bogotá;BOGOTA D.C;Grupo Comercial Éxito;Mt;Ka;SUPERP;Cundi-Boyaca;Surtimax;;0;1;6;4,316110134;-74,18109894
1614272;La Mesa;CUNDINAMARCA;Grupo Comercial Éxito;Mt;Ka;SUPERP;Cundi-Boyaca;Surtimax;;0;1;6;4,650770187;-74,47319794
1614273;Medellin;ANTIOQUIA;Grupo Comercial Éxito;Mt;Ka;SUPERP;Antioquia-Choco;Surtimax;;0;1;6;6,257589817;-75,61100006
1614274;Bogotá;BOGOTA D.C;Grupo Comercial Éxito;Mt;Ka;SUPERP;Cundi-Boyaca;Surtimax;;0;1;6;4,316110134;-74,18109894
1614275;Armenia;QUINDÍO;Colsubsidio;Mt;Ka;SUPERP;Eje Cafetero;Colsubsidio;;0;1;6;4,499499798;-75,72489929
1614276;Cartago;VALLE DEL CAUCA;Colsubsidio;Mt;Ka;SUPERP;Pacifico;Colsubsidio;;0;1;6;4,706850052;-75,91790009
1614277;Bogotá;BOGOTA D.C;Colsubsidio;Mt;Ka;SUPERP BASIC;Cundi-Boyaca;Colsubsidio;;0;1;6;4,316110134;-74,18109894
1614278;Bogotá;BOGOTA D.C;Colsubsidio;Mt;Ka;SUPERP;Cundi-Boyaca;Colsubsidio;;0;1;6;4,316110134;-74,18109894
1614279;Bogotá;BOGOTA D.C;Colsubsidio;Mt;Ka;SUPERP;Cundi-Boyaca;Colsubsidio;;0;1;6;4,316110134;-74,18109894
1614280;Villa De Leyva;BOYACA;Colsubsidio;Mt;Ka;SUPERP;Cundi-Boyaca;Colsubsidio;;0;1;6;5,66576004;-73,51490021
1614281;Restrepo;META;Colsubsidio;Mt;Ka;SUPERP;Llanos;Colsubsidio;;0;1;6;4,23747015;-73,47370148
1614282;Bogotá;BOGOTA D.C;Colsubsidio;Mt;Ka;SUPERP;Cundi-Boyaca;Colsubsidio;;0;1;6;4,316110134;-74,18109894
1614283;Chía;CUNDINAMARCA;Colsubsidio;Mt;Ka;SUPERP;Cundi-Boyaca;Colsubsidio;;0;1;6;4,865449905;-74,03690338
1614284;Samacá;BOYACA;Colsubsidio;Mt;Ka;SUPERP;Cundi-Boyaca;Colsubsidio;;0;1;6;5,470540047;-73,52120209
1614285;Fusagasugá;CUNDINAMARCA;Colsubsidio;Mt;Ka;SUPERP;Cundi-Boyaca;Colsubsidio;;0;1;6;4,323530197;-74,38860321
1614286;Chocontá;CUNDINAMARCA;Colsubsidio;Mt;Ka;SUPERP;Cundi-Boyaca;Colsubsidio;;0;1;6;5,118420124;-73,68070221
1614287;Funza;CUNDINAMARCA;Colsubsidio;Mt;Ka;SUPERP;Cundi-Boyaca;Colsubsidio;;0;1;6;4,743999958;-74,19869995
1614288;Gachancipá;CUNDINAMARCA;Colsubsidio;Mt;Ka;SUPERP;Cundi-Boyaca;Colsubsidio;;0;1;6;5,010019779;-73,87670135
1614289;Bogotá;BOGOTA D.C;Colsubsidio;Mt;Ka;SUPERP;Cundi-Boyaca;Colsubsidio;;0;1;6;4,316110134;-74,18109894
1614290;Girardot;CUNDINAMARCA;Colsubsidio;Mt;Ka;SUPERP;Cundi-Boyaca;Colsubsidio;;0;1;6;4,338150024;-74,81140137
1614291;Bogotá;BOGOTA D.C;Colsubsidio;Mt;Ka;SUPERP;Cundi-Boyaca;Colsubsidio;;0;1;6;4,316110134;-74,18109894
1614292;Pacho;CUNDINAMARCA;Colsubsidio;Mt;Ka;SUPERP;Cundi-Boyaca;Colsubsidio;;0;1;6;5,16836977;-74,16339874
1614293;Bogotá;BOGOTA D.C;Colsubsidio;Mt;Ka;SUPERP;Cundi-Boyaca;Colsubsidio;;0;1;6;4,316110134;-74,18109894
1614294;Girardot;CUNDINAMARCA;Colsubsidio;Mt;Ka;SUPERP;Cundi-Boyaca;Colsubsidio;;0;1;6;4,338150024;-74,81140137
1614295;Bogotá;BOGOTA D.C;Grupo Comercial Éxito;Mt;Ka;SUPERP;Cundi-Boyaca;Surtimax;;0;1;6;4,316110134;-74,18109894
1614296;Bogotá;BOGOTA D.C;Grupo Comercial Éxito;Mt;Ka;SUPERP;Cundi-Boyaca;Surtimax;;0;1;6;4,316110134;-74,18109894
1614297;Bogotá;BOGOTA D.C;Grupo Comercial Éxito;Mt;Ka;SUPERP;Cundi-Boyaca;Surtimax;;0;1;6;4,316110134;-74,18109894
1614298;Bogotá;BOGOTA D.C;Grupo Comercial Éxito;Mt;Ka;SUPERP;Cundi-Boyaca;Surtimax;;0;1;6;4,316110134;-74,18109894
1614299;Bogotá;BOGOTA D.C;Grupo Comercial Éxito;Mt;Ka;SUPERP;Cundi-Boyaca;Surtimax;;0;1;6;4,316110134;-74,18109894
1614300;Medellin;ANTIOQUIA;Grupo Comercial Éxito;Mt;Ka;SUPERP;Antioquia-Choco;Surtimax;;0;1;6;6,257589817;-75,61100006
1614301;Barbosa;ANTIOQUIA;Grupo Comercial Éxito;Mt;Ka;SUPERP;Antioquia-Choco;Surtimax;;0;1;6;6,443419933;-75,32920074
1614302;Bogotá;BOGOTA D.C;Grupo Comercial Éxito;Mt;Ka;SUPERP;Cundi-Boyaca;Surtimax;;0;1;6;4,316110134;-74,18109894
1614303;Bogotá;BOGOTA D.C;Grupo Comercial Éxito;Mt;Ka;SUPERP;Cundi-Boyaca;Surtimax;;0;1;6;4,316110134;-74,18109894
1614304;Itagui;ANTIOQUIA;Grupo Comercial Éxito;Mt;Ka;SUPERP;Antioquia-Choco;Surtimax;;0;1;6;6,179279804;-75,61419678
1614305;Marinilla;ANTIOQUIA;Grupo Comercial Éxito;Mt;Ka;SUPERP;Antioquia-Choco;Surtimax;;0;1;6;6,185200214;-75,30490112
1614306;Soacha;CUNDINAMARCA;Grupo Comercial Éxito;Mt;Ka;SUPERP;Cundi-Boyaca;Surtimax;;0;1;6;4,53760004;-74,22989655
1614307;Bogotá;BOGOTA D.C;Grupo Comercial Éxito;Mt;Ka;SUPERP;Cundi-Boyaca;Surtimax;;0;1;6;4,316110134;-74,18109894
1614308;Bogotá;BOGOTA D.C;Grupo Comercial Éxito;Mt;Ka;SUPERP;Cundi-Boyaca;Surtimax;;0;1;6;4,316110134;-74,18109894
1614309;Bogotá;BOGOTA D.C;Grupo Comercial Éxito;Mt;Ka;SUPERP;Cundi-Boyaca;Surtimax;;0;1;6;4,316110134;-74,18109894
1614310;Medellin;ANTIOQUIA;Grupo Comercial Éxito;Mt;Ka;SUPERP;Antioquia-Choco;Surtimax;;0;1;6;6,257589817;-75,61100006
1614311;Medellin;ANTIOQUIA;Grupo Comercial Éxito;Mt;Ka;SUPERP;Antioquia-Choco;Surtimax;;0;1;6;6,257589817;-75,61100006
1614312;Bogotá;BOGOTA D.C;Grupo Comercial Éxito;Mt;Ka;SUPERP;Cundi-Boyaca;Surtimax;;0;1;6;4,316110134;-74,18109894
1614313;Bogotá;BOGOTA D.C;Grupo Comercial Éxito;Mt;Ka;SUPERP;Cundi-Boyaca;Surtimax;;0;1;6;4,316110134;-74,18109894
1614314;Bogotá;BOGOTA D.C;Grupo Comercial Éxito;Mt;Ka;SUPERP;Cundi-Boyaca;Surtimax;;0;1;6;4,316110134;-74,18109894
1614315;Cartago;VALLE DEL CAUCA;Comfamiliar Del Valle Familia;Mt;Ka;SMI P;Pacifico;Comfandi;;0;1;6;4,706850052;-75,91790009
1614316;Santiago De Cali;VALLE DEL CAUCA;Comfamiliar Del Valle Familia;Mt;Ka;SUPERP;Pacifico;Comfandi;;0;1;6;3,399039984;-76,57649994
1614317;Santiago De Cali;VALLE DEL CAUCA;Comfamiliar Del Valle Familia;Mt;Ka;SMI P;Pacifico;Comfandi;;0;1;6;3,399039984;-76,57649994
1614318;Acacías;META;Colsubsidio;Mt;Ka;SUPERP;Llanos;Colsubsidio;;0;1;6;4,009640217;-73,72389984
1614319;Bogotá;BOGOTA D.C;Colsubsidio;Mt;Ka;SUPERP BASIC;Cundi-Boyaca;Colsubsidio;;0;1;6;4,316110134;-74,18109894
1614320;Tunja;BOYACA;Colsubsidio;Mt;Ka;SUPERP;Cundi-Boyaca;Colsubsidio;;0;1;6;5,51846981;-73,37799835
1614321;Armenia;QUINDÍO;Colsubsidio;Mt;Ka;SUPERP;Eje Cafetero;Colsubsidio;;0;1;6;4,499499798;-75,72489929
1614322;Jamundí;VALLE DEL CAUCA;Comfamiliar Del Valle Familia;Mt;Ka;DROGUERIA;Pacifico;Comfandi;;0;1;6;3,213890076;-76,62760162
1614323;Yumbo;VALLE DEL CAUCA;Comfamiliar Del Valle Familia;Mt;Ka;DROGUERIA;Pacifico;Comfandi;;0;1;6;3,595910072;-76,51100159
1614324;Tulúa;VALLE DEL CAUCA;Comfamiliar Del Valle Familia;Mt;Ka;DROGUERIA;Pacifico;Comfandi;;0;1;6;4,028409958;-76,03250122
1614325;Palmira;VALLE DEL CAUCA;Comfamiliar Del Valle Familia;Mt;Ka;SUPERP;Pacifico;Comfandi;;0;1;6;3,558389902;-76,22779846
1614326;Santiago De Cali;VALLE DEL CAUCA;Comfamiliar Del Valle Familia;Mt;Ka;SMI P;Pacifico;Comfandi;;0;1;6;3,399039984;-76,57649994
1614327;Santiago De Cali;VALLE DEL CAUCA;Comfamiliar Del Valle Familia;Mt;Ka;SUPERP;Pacifico;Comfandi;;0;1;6;3,399039984;-76,57649994
1614328;Candelaria;ATLÁNTICO;Comfamiliar Del Valle Familia;Mt;Ka;SMI P;Pacifico;Comfandi;;0;1;6;10,48900032;-74,87760162
1614329;Jamundí;VALLE DEL CAUCA;Comfamiliar Del Valle Familia;Mt;Ka;SMI P;Pacifico;Comfandi;;0;1;6;3,213890076;-76,62760162
1614330;Santiago De Cali;VALLE DEL CAUCA;Comfamiliar Del Valle Familia;Mt;Ka;SMI P;Pacifico;Comfandi;;0;1;6;3,399039984;-76,57649994
1614331;Santiago De Cali;VALLE DEL CAUCA;Comfamiliar Del Valle Familia;Mt;Ka;SMI P;Pacifico;Comfandi;;0;1;6;3,399039984;-76,57649994
1614332;Bugalagrande;VALLE DEL CAUCA;Comfamiliar Del Valle Familia;Mt;Ka;SMI P;Pacifico;Comfandi;;0;1;6;4,196849823;-76,08959961
1614333;Santiago De Cali;VALLE DEL CAUCA;Comfamiliar Del Valle Familia;Mt;Ka;SMI P;Pacifico;Comfandi;;0;1;6;3,399039984;-76,57649994
1614334;Santiago De Cali;VALLE DEL CAUCA;Comfamiliar Del Valle Familia;Mt;Ka;SMI P;Pacifico;Comfandi;;0;1;6;3,399039984;-76,57649994
1614335;Medellin;ANTIOQUIA;Grupo Comercial Éxito;Mt;Ka;SUPERP;Antioquia-Choco;Surtimax;;0;1;6;6,257589817;-75,61100006
1614336;Medellin;ANTIOQUIA;Grupo Comercial Éxito;Mt;Ka;SUPERP;Antioquia-Choco;Surtimax;;0;1;6;6,257589817;-75,61100006
1614337;Bogotá;BOGOTA D.C;Grupo Comercial Éxito;Mt;Ka;SUPERP;Cundi-Boyaca;Surtimax;;0;1;6;4,316110134;-74,18109894
1614338;Bogotá;BOGOTA D.C;Grupo Comercial Éxito;Mt;Ka;SUPERP;Cundi-Boyaca;Surtimax;;0;1;6;4,316110134;-74,18109894
1614339;Bello;ANTIOQUIA;Grupo Comercial Éxito;Mt;Ka;SUPERP;Antioquia-Choco;Surtimax;;0;1;6;6,358839989;-75,58969879
1614340;Bogotá;BOGOTA D.C;Grupo Comercial Éxito;Mt;Ka;SUPERP;Cundi-Boyaca;Surtimax;;0;1;6;4,316110134;-74,18109894
1614341;Bogotá;BOGOTA D.C;Grupo Comercial Éxito;Mt;Ka;SUPERP;Cundi-Boyaca;Surtimax;;0;1;6;4,316110134;-74,18109894
1614342;Bogotá;BOGOTA D.C;Grupo Comercial Éxito;Mt;Ka;SUPERP;Cundi-Boyaca;Surtimax;;0;1;6;4,316110134;-74,18109894
1614343;Bogotá;BOGOTA D.C;Grupo Comercial Éxito;Mt;Ka;SUPERP;Cundi-Boyaca;Surtimax;;0;1;6;4,316110134;-74,18109894
1614344;Bogotá;BOGOTA D.C;Grupo Comercial Éxito;Mt;Ka;SUPERP;Cundi-Boyaca;Surtimax;;0;1;6;4,316110134;-74,18109894
1614345;Bogotá;BOGOTA D.C;Grupo Comercial Éxito;Mt;Ka;SUPERP;Cundi-Boyaca;Surtimax;;0;1;6;4,316110134;-74,18109894
1614346;Bogotá;BOGOTA D.C;Grupo Comercial Éxito;Mt;Ka;SUPERP;Cundi-Boyaca;Surtimax;;0;1;6;4,316110134;-74,18109894
1614347;Bogotá;BOGOTA D.C;Grupo Comercial Éxito;Mt;Ka;SUPERP;Cundi-Boyaca;Surtimax;;0;1;6;4,316110134;-74,18109894
1614348;Medellin;ANTIOQUIA;Grupo Comercial Éxito;Mt;Ka;SUPERP;Antioquia-Choco;Surtimax;;0;1;6;6,257589817;-75,61100006
1614349;Medellin;ANTIOQUIA;Grupo Comercial Éxito;Mt;Ka;SUPERP;Antioquia-Choco;Surtimax;;0;1;6;6,257589817;-75,61100006
1614350;Bogotá;BOGOTA D.C;Grupo Comercial Éxito;Mt;Ka;SUPERP;Cundi-Boyaca;Surtimax;;0;1;6;4,316110134;-74,18109894
1614351;Bogotá;BOGOTA D.C;Grupo Comercial Éxito;Mt;Ka;SUPERP;Cundi-Boyaca;Surtimax;;0;1;6;4,316110134;-74,18109894
1614352;Medellin;ANTIOQUIA;Grupo Comercial Éxito;Mt;Ka;SUPERP;Antioquia-Choco;Surtimax;;0;1;6;6,257589817;-75,61100006
1614353;Bogotá;BOGOTA D.C;Grupo Comercial Éxito;Mt;Ka;SUPERP;Cundi-Boyaca;Surtimax;;0;1;6;4,316110134;-74,18109894
1614354;Medellin;ANTIOQUIA;Grupo Comercial Éxito;Mt;Ka;SUPERP;Antioquia-Choco;Surtimax;;0;1;6;6,257589817;-75,61100006
1614355;Palmira;VALLE DEL CAUCA;Comfamiliar Del Valle Familia;Mt;Ka;SMI P;Pacifico;Comfandi;;0;1;6;3,558389902;-76,22779846
1614356;Ginebra;VALLE DEL CAUCA;Comfamiliar Del Valle Familia;Mt;Ka;SMI P;Pacifico;Comfandi;;0;1;6;3,744100094;-76,19080353
1614357;Tulúa;VALLE DEL CAUCA;Comfamiliar Del Valle Familia;Mt;Ka;SMI G;Pacifico;Comfandi;;0;1;6;4,028409958;-76,03250122
1614358;Bugalagrande;VALLE DEL CAUCA;Comfamiliar Del Valle Familia;Mt;Ka;SMI P;Pacifico;Comfandi;;0;1;6;4,196849823;-76,08959961
1614359;Santiago De Cali;VALLE DEL CAUCA;Comfamiliar Del Valle Familia;Mt;Ka;SUPERP;Pacifico;Comfandi;;0;1;6;3,399039984;-76,57649994
1614360;Bogotá;BOGOTA D.C;Cencosud;Mt;Ka;CONVENIENCE;Cundi-Boyaca;Metro Express;;0;1;6;4,316110134;-74,18109894
1614361;Bogotá;BOGOTA D.C;Cencosud;Mt;Ka;CONVENIENCE;Cundi-Boyaca;Metro Express;;0;1;6;4,316110134;-74,18109894
1614362;Bogotá;BOGOTA D.C;Cencosud;Mt;Ka;CONVENIENCE;Cundi-Boyaca;Metro Express;;0;1;6;4,316110134;-74,18109894
1614363;Bogotá;BOGOTA D.C;Cencosud;Mt;Ka;CONVENIENCE;Cundi-Boyaca;Metro Express;;0;1;6;4,316110134;-74,18109894
